league,season,game,date,home_team,away_team,B365H,B365D,B365A,WHH,WHD,WHA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,pAvgH,pAvgD,pAvgA
ENG-Premier League,2223,2022-10-20 Leicester City-Leeds United,2022-10-20 20:15:00,Leicester City,Leeds United,2.25,3.6,3.0,2.3,3.4,3.0,2.4,3.7,3.12,2.32,3.58,3.03,0.41672950759707345,0.2665402896009535,0.3167302028015232
ENG-Premier League,2223,2022-10-22 Chelsea-Manchester Utd,2022-10-22 17:30:00,Chelsea,Manchester Utd,2.05,3.5,3.5,2.1,3.4,3.4,2.2,3.68,3.7,2.14,3.51,3.5,0.45352225993530665,0.2728357612676696,0.27364197879654717
ENG-Premier League,2223,2022-10-22 Everton-Crystal Palace,2022-10-22 15:00:00,Everton,Crystal Palace,2.6,3.2,2.87,2.5,3.2,2.9,2.69,3.25,3.05,2.58,3.18,2.96,0.37389308371029645,0.3014833096478319,0.3246236066423343
ENG-Premier League,2223,2022-10-22 Manchester City-Brighton,2022-10-22 15:00:00,Manchester City,Brighton,1.2,7.0,13.0,1.2,6.5,15.0,1.23,7.25,17.0,1.21,6.94,14.36,0.8083293662859717,0.1325129167031578,0.05915771701126652
ENG-Premier League,2223,2022-10-22 Nott'ham Forest-Liverpool,2022-10-22 12:30:00,Nott'ham Forest,Liverpool,11.0,6.0,1.25,11.0,5.8,1.25,12.0,6.73,1.3,11.31,6.19,1.26,0.07678846705309102,0.1488567584194366,0.7743547745270728
ENG-Premier League,2223,2022-10-23 Aston Villa-Brentford,2022-10-23 14:00:00,Aston Villa,Brentford,2.1,3.5,3.5,2.1,3.4,3.4,2.23,3.61,3.6,2.14,3.5,3.49,0.4529352634201462,0.27312711893624364,0.27393761764407576
ENG-Premier League,2223,2022-10-23 Leeds United-Fulham,2022-10-23 14:00:00,Leeds United,Fulham,2.05,3.5,3.6,2.0,3.5,3.6,2.12,3.75,3.77,2.06,3.62,3.59,0.470654033903426,0.2635305273624112,0.2658154387337035
ENG-Premier League,2223,2022-10-23 Southampton-Arsenal,2022-10-23 14:00:00,Southampton,Arsenal,6.0,4.0,1.57,5.5,4.0,1.6,6.3,4.5,1.6,5.78,4.27,1.58,0.16137532450820657,0.22190042407382457,0.6167242514184224
ENG-Premier League,2223,2022-10-23 Tottenham-Newcastle Utd,2022-10-23 16:30:00,Tottenham,Newcastle Utd,2.05,3.5,3.5,2.05,3.5,3.5,2.18,3.76,3.72,2.09,3.58,3.53,0.46344597444685864,0.26631931839803397,0.27023470715463727
ENG-Premier League,2223,2022-10-23 Wolves-Leicester City,2022-10-23 14:00:00,Wolves,Leicester City,2.25,3.25,3.25,2.25,3.3,3.2,2.38,3.5,3.46,2.3,3.38,3.24,0.42083288187940604,0.28325453686797325,0.2959125812530959
ENG-Premier League,2223,2022-10-24 West Ham-Bournemouth,2022-10-24 20:00:00,West Ham,Bournemouth,1.55,4.0,6.0,1.55,4.0,6.0,1.59,4.49,6.6,1.55,4.16,6.2,0.6261554086240456,0.22596478837334333,0.14787980300303555
ENG-Premier League,2223,2022-10-29 Bournemouth-Tottenham,2022-10-29 15:00:00,Bournemouth,Tottenham,5.0,3.8,1.7,5.0,3.8,1.67,5.46,4.01,1.75,5.1,3.91,1.69,0.18320509856286818,0.24219803447287508,0.5745968669638138
ENG-Premier League,2223,2022-10-29 Brentford-Wolves,2022-10-29 15:00:00,Brentford,Wolves,2.2,3.4,3.3,2.15,3.3,3.4,2.28,3.55,3.45,2.2,3.46,3.33,0.4387747233058508,0.27503345896064924,0.2861918177339579
ENG-Premier League,2223,2022-10-29 Brighton-Chelsea,2022-10-29 15:00:00,Brighton,Chelsea,3.0,3.3,2.4,3.0,3.25,2.38,3.17,3.44,2.52,3.03,3.34,2.41,0.31543775717373107,0.28514559170400994,0.39941665112181224
ENG-Premier League,2223,2022-10-29 Crystal Palace-Southampton,2022-10-29 15:00:00,Crystal Palace,Southampton,1.9,3.6,4.0,1.95,3.5,3.9,2.0,3.65,4.22,1.95,3.57,4.03,0.4974568073703342,0.2670906218371278,0.2354525707929897
ENG-Premier League,2223,2022-10-29 Fulham-Everton,2022-10-29 17:30:00,Fulham,Everton,2.37,3.4,3.0,2.3,3.4,3.0,2.42,3.62,3.2,2.36,3.43,3.07,0.409284099111304,0.27843956752805255,0.3122763333601715
ENG-Premier League,2223,2022-10-29 Leicester City-Manchester City,2022-10-29 12:30:00,Leicester City,Manchester City,10.0,6.5,1.25,9.5,5.5,1.29,10.5,6.5,1.33,9.66,6.09,1.29,0.0918691776376585,0.15172935388725603,0.7564014684747213
ENG-Premier League,2223,2022-10-29 Liverpool-Leeds United,2022-10-29 19:45:00,Liverpool,Leeds United,1.3,6.0,9.0,1.3,5.5,9.0,1.34,6.4,10.0,1.3,6.07,9.16,0.7504034839707723,0.1522112855282797,0.09738523050131902
ENG-Premier League,2223,2022-10-29 Newcastle Utd-Aston Villa,2022-10-29 15:00:00,Newcastle Utd,Aston Villa,1.8,3.75,4.5,1.8,3.6,4.33,1.88,3.82,4.6,1.83,3.73,4.41,0.5306594978163088,0.2551197964873565,0.21422070569587862
ENG-Premier League,2223,2022-10-30 Arsenal-Nott'ham Forest,2022-10-30 14:00:00,Arsenal,Nott'ham Forest,1.2,7.0,12.0,1.2,6.5,15.0,1.24,7.5,17.0,1.2,6.96,14.82,0.8132223002704061,0.13083303058248572,0.055944669147468144
ENG-Premier League,2223,2022-10-30 Manchester Utd-West Ham,2022-10-30 16:15:00,Manchester Utd,West Ham,1.66,4.0,4.8,1.7,3.9,4.75,1.77,4.2,5.14,1.7,4.02,4.85,0.5712982803012391,0.2353952460781225,0.19330647362109357
ENG-Premier League,2223,2022-11-05 Everton-Leicester City,2022-11-05 17:30:00,Everton,Leicester City,2.4,3.3,3.0,2.35,3.3,3.0,2.5,3.5,3.15,2.43,3.33,3.03,0.3969075785613568,0.28683529037655964,0.3162571310625451
ENG-Premier League,2223,2022-11-05 Leeds United-Bournemouth,2022-11-05 15:00:00,Leeds United,Bournemouth,1.72,3.8,4.75,1.75,3.75,4.5,1.77,4.12,5.1,1.74,3.93,4.73,0.5589161044862668,0.24183293982804524,0.1992509556861258
ENG-Premier League,2223,2022-11-05 Manchester City-Fulham,2022-11-05 15:00:00,Manchester City,Fulham,1.11,9.5,19.0,1.12,8.5,19.0,1.16,11.0,23.0,1.13,9.74,19.8,0.8672082537408005,0.09199178674916288,0.040799959509692875
ENG-Premier League,2223,2022-11-05 Nott'ham Forest-Brentford,2022-11-05 15:00:00,Nott'ham Forest,Brentford,2.75,3.3,2.6,2.8,3.3,2.5,2.86,3.54,2.72,2.78,3.39,2.59,0.3459820990622672,0.28191239875892943,0.37210550217926885
ENG-Premier League,2223,2022-11-05 Wolves-Brighton,2022-11-05 15:00:00,Wolves,Brighton,3.3,3.3,2.25,3.4,3.3,2.15,3.55,3.54,2.34,3.39,3.33,2.24,0.28161767166037904,0.2868769984654514,0.43150532987464
ENG-Premier League,2223,2022-11-06 Aston Villa-Manchester Utd,2022-11-06 14:00:00,Aston Villa,Manchester Utd,3.3,3.8,2.1,3.4,3.5,2.1,3.61,3.68,2.24,3.39,3.54,2.15,0.2813380378239981,0.2689729665746867,0.44968899560084635
ENG-Premier League,2223,2022-11-06 Chelsea-Arsenal,2022-11-06 12:00:00,Chelsea,Arsenal,2.55,3.4,2.7,2.6,3.25,2.7,2.72,3.54,2.85,2.64,3.42,2.7,0.3646100536881633,0.27911143584963966,0.35627851046173886
ENG-Premier League,2223,2022-11-06 Southampton-Newcastle Utd,2022-11-06 14:00:00,Southampton,Newcastle Utd,4.0,3.6,1.9,3.9,3.6,1.91,4.2,3.84,1.96,4.02,3.66,1.92,0.23552924382334908,0.2597290694580623,0.5047416867181299
ENG-Premier League,2223,2022-11-06 Tottenham-Liverpool,2022-11-06 16:30:00,Tottenham,Liverpool,3.3,3.6,2.1,3.25,3.5,2.15,3.48,3.8,2.25,3.28,3.67,2.16,0.2918498563609211,0.25978077126696203,0.4483693723725724
ENG-Premier League,2223,2022-11-06 West Ham-Crystal Palace,2022-11-06 14:00:00,West Ham,Crystal Palace,1.9,3.4,4.2,1.88,3.4,4.2,1.98,3.66,4.35,1.94,3.49,4.18,0.5000139571466611,0.27339323884528677,0.2265928040075835
ENG-Premier League,2223,2022-11-12 Bournemouth-Everton,2022-11-12 15:00:00,Bournemouth,Everton,2.8,3.25,2.6,2.8,3.1,2.6,2.94,3.35,2.69,2.86,3.25,2.6,0.33563875255241105,0.2941186218205532,0.3702426256275121
ENG-Premier League,2223,2022-11-12 Liverpool-Southampton,2022-11-12 15:00:00,Liverpool,Southampton,1.25,6.5,11.0,1.24,6.0,12.0,1.28,7.0,12.0,1.25,6.52,11.38,0.78167789832459,0.14145926415705812,0.07686283751870665
ENG-Premier League,2223,2022-11-12 Manchester City-Brentford,2022-11-12 12:30:00,Manchester City,Brentford,1.14,8.0,17.0,1.12,8.5,19.0,1.16,9.6,24.0,1.14,8.92,19.14,0.8579514758985578,0.10035852996961596,0.04168999413155895
ENG-Premier League,2223,2022-11-12 Newcastle Utd-Chelsea,2022-11-12 17:30:00,Newcastle Utd,Chelsea,2.35,3.4,3.0,2.25,3.4,3.1,2.42,3.6,3.24,2.33,3.44,3.11,0.4145384296128581,0.27746800005378486,0.30799357033382146
ENG-Premier League,2223,2022-11-12 Nott'ham Forest-Crystal Palace,2022-11-12 15:00:00,Nott'ham Forest,Crystal Palace,3.1,3.1,2.45,3.1,3.2,2.38,3.27,3.42,2.5,3.12,3.24,2.43,0.30721755749708257,0.29546733397470426,0.397315108527743
ENG-Premier League,2223,2022-11-12 Tottenham-Leeds United,2022-11-12 15:00:00,Tottenham,Leeds United,1.65,4.2,4.75,1.6,4.2,5.0,1.68,4.49,5.55,1.64,4.26,5.04,0.5926977251315967,0.22160937120116544,0.18569290366681285
ENG-Premier League,2223,2022-11-12 West Ham-Leicester City,2022-11-12 15:00:00,West Ham,Leicester City,2.05,3.4,3.75,2.05,3.5,3.5,2.14,3.68,3.75,2.09,3.51,3.6,0.46342341104671597,0.2718124780143357,0.2647641109384965
ENG-Premier League,2223,2022-11-12 Wolves-Arsenal,2022-11-12 19:45:00,Wolves,Arsenal,6.0,4.2,1.55,6.0,4.2,1.53,6.5,4.44,1.59,6.15,4.26,1.55,0.1503984541511319,0.22170863568476742,0.6278929101645168
ENG-Premier League,2223,2022-11-13 Brighton-Aston Villa,2022-11-13 14:00:00,Brighton,Aston Villa,1.83,3.75,4.2,1.85,3.5,4.2,1.9,3.87,4.4,1.86,3.71,4.21,0.5206565566446593,0.2554935933797644,0.2238498499751405
ENG-Premier League,2223,2022-11-13 Fulham-Manchester Utd,2022-11-13 16:30:00,Fulham,Manchester Utd,3.8,3.8,1.9,3.9,3.75,1.85,4.11,4.05,1.95,3.91,3.88,1.89,0.2425183511375102,0.2444742422019909,0.5130074066600495
ENG-Premier League,2223,2022-12-26 Arsenal-West Ham,2022-12-26 20:00:00,Arsenal,West Ham,1.5,4.33,6.5,1.47,4.33,6.5,1.55,4.7,7.1,1.51,4.39,6.52,0.6444363559915658,0.21454654363992628,0.14101710036809784
ENG-Premier League,2223,2022-12-26 Aston Villa-Liverpool,2022-12-26 17:30:00,Aston Villa,Liverpool,4.75,4.0,1.7,4.6,4.0,1.7,4.85,4.26,1.8,4.51,4.04,1.75,0.2094254665494643,0.23494809393948388,0.5556264395105956
ENG-Premier League,2223,2022-12-26 Brentford-Tottenham,2022-12-26 12:30:00,Brentford,Tottenham,4.0,3.6,1.91,3.75,3.6,1.95,4.05,3.9,2.04,3.85,3.74,1.95,0.24728128120172838,0.25484290009133886,0.4978758187074009
ENG-Premier League,2223,2022-12-26 Crystal Palace-Fulham,2022-12-26 15:00:00,Crystal Palace,Fulham,2.05,3.6,3.5,2.05,3.5,3.5,2.12,3.68,3.7,2.07,3.55,3.58,0.4669247710581909,0.2677046887502962,0.2653705401919686
ENG-Premier League,2223,2022-12-26 Everton-Wolves,2022-12-26 15:00:00,Everton,Wolves,2.3,3.25,3.2,2.3,3.2,3.2,2.45,3.44,3.35,2.35,3.25,3.24,0.4107694893763734,0.2941453986519389,0.2950851119712383
ENG-Premier League,2223,2022-12-26 Leicester City-Newcastle Utd,2022-12-26 15:00:00,Leicester City,Newcastle Utd,3.25,3.5,2.2,3.25,3.5,2.15,3.36,3.68,2.28,3.24,3.54,2.21,0.29452079051096536,0.2686518116731111,0.4368273978163814
ENG-Premier League,2223,2022-12-26 Southampton-Brighton,2022-12-26 15:00:00,Southampton,Brighton,3.3,3.5,2.15,3.4,3.4,2.1,3.59,3.66,2.22,3.4,3.51,2.15,0.27998985280178823,0.27087514253036293,0.4491350046682961
ENG-Premier League,2223,2022-12-27 Chelsea-Bournemouth,2022-12-27 17:30:00,Chelsea,Bournemouth,1.3,5.5,10.0,1.32,5.0,9.5,1.36,5.8,11.0,1.32,5.46,9.72,0.738667988036794,0.17025993280251928,0.09107207916110442
ENG-Premier League,2223,2022-12-27 Manchester Utd-Nott'ham Forest,2022-12-27 20:00:00,Manchester Utd,Nott'ham Forest,1.29,5.5,11.0,1.32,5.25,9.5,1.35,5.8,12.0,1.31,5.51,10.4,0.7455073834701448,0.16936979102266198,0.08512282550758218
ENG-Premier League,2223,2022-12-28 Leeds United-Manchester City,2022-12-28 20:00:00,Leeds United,Manchester City,9.5,6.0,1.29,9.5,5.5,1.29,10.5,6.22,1.33,9.46,5.99,1.3,0.09430821237595265,0.15474592759842185,0.7509458600260117
ENG-Premier League,2223,2022-12-30 Liverpool-Leicester City,2022-12-30 20:00:00,Liverpool,Leicester City,1.29,6.0,9.5,1.27,5.8,10.0,1.33,6.55,10.75,1.3,6.03,9.64,0.7522748224834364,0.15454257638229896,0.0931826011346694
ENG-Premier League,2223,2022-12-30 West Ham-Brentford,2022-12-30 19:45:00,West Ham,Brentford,2.0,3.6,3.6,2.0,3.5,3.6,2.12,3.7,3.78,2.06,3.59,3.64,0.47120614933841587,0.2662912977448709,0.26250255291718544
ENG-Premier League,2223,2022-12-31 Bournemouth-Crystal Palace,2022-12-31 15:00:00,Bournemouth,Crystal Palace,2.8,3.3,2.5,2.9,3.2,2.5,3.03,3.4,2.66,2.91,3.27,2.55,0.3298076227539759,0.2923674441627586,0.3778249330837395
ENG-Premier League,2223,2022-12-31 Brighton-Arsenal,2022-12-31 17:30:00,Brighton,Arsenal,3.4,3.5,2.1,3.4,3.5,2.1,3.6,3.72,2.17,3.46,3.56,2.12,0.27574029231252367,0.26770717498974805,0.45655253269819357
ENG-Premier League,2223,2022-12-31 Fulham-Southampton,2022-12-31 15:00:00,Fulham,Southampton,1.95,3.6,3.75,2.0,3.5,3.6,2.09,3.7,4.02,2.02,3.57,3.77,0.4801053030850435,0.2673011344857977,0.2525935624296202
ENG-Premier League,2223,2022-12-31 Manchester City-Everton,2022-12-31 15:00:00,Manchester City,Everton,1.13,9.0,19.0,1.11,8.5,23.0,1.17,10.0,25.0,1.14,8.61,21.51,0.8587301802106498,0.10478182406046475,0.03648799572917643
ENG-Premier League,2223,2022-12-31 Newcastle Utd-Leeds United,2022-12-31 15:00:00,Newcastle Utd,Leeds United,1.45,4.5,7.0,1.44,4.5,7.0,1.51,4.9,7.3,1.47,4.73,6.73,0.6635543213837057,0.19928694036226308,0.13715873825445138
ENG-Premier League,2223,2022-12-31 Wolves-Manchester Utd,2022-12-31 12:30:00,Wolves,Manchester Utd,4.0,3.6,1.91,3.9,3.5,1.95,4.31,3.76,1.98,4.09,3.64,1.92,0.2321582134109801,0.2620752542808787,0.5057665323076725
ENG-Premier League,2223,2023-01-01 Nott'ham Forest-Chelsea,2023-01-01 16:30:00,Nott'ham Forest,Chelsea,5.0,3.8,1.7,5.0,3.7,1.7,5.5,4.0,1.74,5.21,3.88,1.69,0.17974224200483754,0.24482096221076838,0.5754367957839627
ENG-Premier League,2223,2023-01-01 Tottenham-Aston Villa,2023-01-01 14:00:00,Tottenham,Aston Villa,1.67,4.0,5.0,1.65,3.9,5.0,1.73,4.22,5.25,1.68,4.06,4.94,0.5779177138835917,0.2327253958202626,0.18935689029570396
ENG-Premier League,2223,2023-01-02 Brentford-Liverpool,2023-01-02 17:30:00,Brentford,Liverpool,5.5,4.33,1.55,5.5,4.33,1.53,5.8,4.75,1.6,5.65,4.52,1.56,0.16555685477412235,0.209338834527486,0.6251043106979487
ENG-Premier League,2223,2023-01-03 Arsenal-Newcastle Utd,2023-01-03 19:45:00,Arsenal,Newcastle Utd,1.8,3.8,4.33,1.78,3.7,4.4,1.85,3.99,4.75,1.82,3.83,4.39,0.5347555824988818,0.24911088935145684,0.21613352814921163
ENG-Premier League,2223,2023-01-03 Everton-Brighton,2023-01-03 19:45:00,Everton,Brighton,3.5,3.5,2.1,3.5,3.4,2.1,3.68,3.55,2.18,3.56,3.46,2.13,0.2684025381106555,0.27644026012419787,0.4551572017656158
ENG-Premier League,2223,2023-01-03 Leicester City-Fulham,2023-01-03 19:45:00,Leicester City,Fulham,2.2,3.6,3.1,2.2,3.5,3.1,2.28,3.78,3.3,2.23,3.63,3.16,0.433963487105183,0.26273941877640394,0.30329709411795086
ENG-Premier League,2223,2023-01-03 Manchester Utd-Bournemouth,2023-01-03 20:00:00,Manchester Utd,Bournemouth,1.29,5.5,11.0,1.29,5.5,10.0,1.32,6.2,11.5,1.29,5.94,10.56,0.7584221068270735,0.15717452448776953,0.0844033686847698
ENG-Premier League,2223,2023-01-04 Aston Villa-Wolves,2023-01-04 20:00:00,Aston Villa,Wolves,1.95,3.6,4.0,1.95,3.4,3.9,2.04,3.76,4.0,1.99,3.57,3.86,0.48702458306988783,0.26689841648127843,0.24607700044927702
ENG-Premier League,2223,2023-01-04 Crystal Palace-Tottenham,2023-01-04 20:00:00,Crystal Palace,Tottenham,3.4,3.5,2.15,3.4,3.4,2.1,3.5,3.64,2.23,3.34,3.48,2.19,0.28545637555953657,0.27354309777650276,0.44100052666350953
ENG-Premier League,2223,2023-01-04 Leeds United-West Ham,2023-01-04 19:45:00,Leeds United,West Ham,2.6,3.5,2.6,2.6,3.5,2.55,2.7,3.7,2.76,2.62,3.52,2.65,0.3669391415908556,0.27039689549866996,0.36266396291002767
ENG-Premier League,2223,2023-01-04 Southampton-Nott'ham Forest,2023-01-04 19:30:00,Southampton,Nott'ham Forest,2.0,3.5,3.8,2.05,3.3,3.75,2.12,3.6,4.2,2.03,3.46,3.82,0.47659738888950526,0.27516978973543055,0.24823282137550456
ENG-Premier League,2223,2023-01-05 Chelsea-Manchester City,2023-01-05 20:00:00,Chelsea,Manchester City,5.0,4.0,1.67,5.0,3.9,1.65,5.6,4.25,1.74,5.17,4.03,1.66,0.18045418344152245,0.23453385833333892,0.5850119582247125
ENG-Premier League,2223,2023-01-12 Fulham-Chelsea,2023-01-12 20:00:00,Fulham,Chelsea,3.3,3.5,2.15,3.2,3.4,2.2,3.52,3.74,2.23,3.36,3.54,2.18,0.28514248101075673,0.27015728209247863,0.44470023689724236
ENG-Premier League,2223,2023-01-13 Aston Villa-Leeds United,2023-01-13 20:00:00,Aston Villa,Leeds United,1.91,3.6,4.0,1.95,3.5,3.9,2.0,3.75,4.2,1.94,3.63,4.02,0.5005815159103731,0.26293680188023394,0.23648168220984123
ENG-Premier League,2223,2023-01-14 Brentford-Bournemouth,2023-01-14 17:30:00,Brentford,Bournemouth,1.65,4.0,5.25,1.63,3.9,5.25,1.71,4.35,5.55,1.66,4.09,5.2,0.5868733811933954,0.23238971184397236,0.18073690696308764
ENG-Premier League,2223,2023-01-14 Brighton-Liverpool,2023-01-14 15:00:00,Brighton,Liverpool,3.4,3.6,2.1,3.25,3.6,2.1,3.55,3.95,2.2,3.31,3.76,2.12,0.28928885741882054,0.2534947400371426,0.45721640254450246
ENG-Premier League,2223,2023-01-14 Everton-Southampton,2023-01-14 15:00:00,Everton,Southampton,2.25,3.25,3.3,2.25,3.3,3.2,2.32,3.55,3.4,2.25,3.39,3.32,0.42992323189506315,0.28196034577722096,0.2881164223281887
ENG-Premier League,2223,2023-01-14 Manchester Utd-Manchester City,2023-01-14 12:30:00,Manchester Utd,Manchester City,4.2,3.6,1.85,4.2,3.8,1.8,4.36,4.15,1.88,4.21,3.9,1.84,0.2260569047899956,0.24475600003580916,0.5291870951746507
ENG-Premier League,2223,2023-01-14 Nott'ham Forest-Leicester City,2023-01-14 15:00:00,Nott'ham Forest,Leicester City,2.7,3.3,2.63,2.62,3.3,2.62,2.8,3.55,2.75,2.72,3.4,2.65,0.35439869325572987,0.28158467313570995,0.36401663360903896
ENG-Premier League,2223,2023-01-14 Wolves-West Ham,2023-01-14 15:00:00,Wolves,West Ham,2.63,3.3,2.7,2.62,3.2,2.7,2.8,3.41,2.83,2.7,3.27,2.75,0.35686334152250904,0.29294127761199185,0.3501953808650398
ENG-Premier League,2223,2023-01-15 Chelsea-Crystal Palace,2023-01-15 14:00:00,Chelsea,Crystal Palace,1.62,4.0,5.25,1.63,3.75,5.5,1.7,4.35,5.77,1.66,3.93,5.47,0.5866911149352961,0.24209886482906753,0.17121002023520324
ENG-Premier League,2223,2023-01-15 Newcastle Utd-Fulham,2023-01-15 14:00:00,Newcastle Utd,Fulham,1.5,4.33,6.5,1.5,4.2,6.5,1.56,4.6,6.75,1.52,4.42,6.32,0.6405506121252629,0.21333973082899055,0.14610965704619683
ENG-Premier League,2223,2023-01-15 Tottenham-Arsenal,2023-01-15 16:30:00,Tottenham,Arsenal,3.1,3.6,2.2,3.25,3.5,2.15,3.38,3.85,2.24,3.24,3.63,2.18,0.2947685776576004,0.26196667843627225,0.4432647439056704
ENG-Premier League,2223,2023-01-18 Crystal Palace-Manchester Utd,2023-01-18 20:00:00,Crystal Palace,Manchester Utd,4.5,3.6,1.8,4.5,3.6,1.78,4.7,3.9,1.84,4.56,3.78,1.8,0.20740575791070565,0.25219728758076354,0.5403969545080871
ENG-Premier League,2223,2023-01-19 Manchester City-Tottenham,2023-01-19 20:00:00,Manchester City,Tottenham,1.36,5.0,8.5,1.35,5.0,8.5,1.4,5.75,9.2,1.37,5.41,8.06,0.7133284931396918,0.17338013766474902,0.11329136919513383
ENG-Premier League,2223,2023-01-21 Bournemouth-Nott'ham Forest,2023-01-21 15:00:00,Bournemouth,Nott'ham Forest,2.75,3.1,2.75,2.7,3.1,2.7,2.86,3.35,2.88,2.76,3.18,2.76,0.3491297136971952,0.30174057260606846,0.3491297136971952
ENG-Premier League,2223,2023-01-21 Crystal Palace-Newcastle Utd,2023-01-21 17:30:00,Crystal Palace,Newcastle Utd,4.4,3.5,1.85,4.33,3.5,1.83,4.9,3.83,1.92,4.4,3.58,1.88,0.21557032559057765,0.2671132950087593,0.5173163794011282
ENG-Premier League,2223,2023-01-21 Leicester City-Brighton,2023-01-21 15:00:00,Leicester City,Brighton,3.6,3.5,2.05,3.5,3.5,2.05,3.61,3.89,2.14,3.51,3.65,2.08,0.27228603102596416,0.2614679642215468,0.46624600475296
ENG-Premier League,2223,2023-01-21 Liverpool-Chelsea,2023-01-21 12:30:00,Liverpool,Chelsea,1.85,3.75,4.0,1.85,3.7,4.0,1.94,3.98,4.25,1.89,3.82,4.08,0.5154805557690194,0.2505240316054986,0.23399541262501689
ENG-Premier League,2223,2023-01-21 Southampton-Aston Villa,2023-01-21 15:00:00,Southampton,Aston Villa,2.88,3.25,2.55,2.8,3.3,2.5,2.96,3.5,2.58,2.88,3.38,2.53,0.33443068532299275,0.28355735510174673,0.3820119595757132
ENG-Premier League,2223,2023-01-21 West Ham-Everton,2023-01-21 15:00:00,West Ham,Everton,1.8,3.75,4.75,1.78,3.5,4.75,1.85,3.93,5.25,1.8,3.68,4.76,0.5411675362653434,0.2599464255222359,0.19888603821287187
ENG-Premier League,2223,2023-01-22 Arsenal-Manchester Utd,2023-01-22 16:30:00,Arsenal,Manchester Utd,1.8,3.8,4.2,1.88,3.6,4.0,1.91,4.1,4.35,1.86,3.86,4.08,0.5217482616409387,0.24603550206056926,0.23221623629803018
ENG-Premier League,2223,2023-01-22 Leeds United-Brentford,2023-01-22 14:00:00,Leeds United,Brentford,2.38,3.6,2.88,2.35,3.5,2.88,2.44,3.9,2.99,2.38,3.67,2.89,0.4065719056026737,0.2602993605670756,0.33312873382977487
