game,date,home_team,away_team,FTHG,FTAG,H,D,A,PSH,PSD,PSA,pPSH,pPSD,pPSA
2022-08-27 Chelsea-Leicester City,2022-08-27 15:00:00,Chelsea,Leicester City,2,1,1,0,0,1.45,4.86,7.66,0.678771959778781,0.19795620097317568,0.12327183924847886
2022-08-27 Liverpool-Bournemouth,2022-08-27 15:00:00,Liverpool,Bournemouth,9,0,1,0,0,1.13,10.48,23.11,0.873897303528548,0.08886041031537696,0.03724228615570883
2022-08-27 Manchester City-Crystal Palace,2022-08-27 15:00:00,Manchester City,Crystal Palace,4,2,1,0,0,1.2,7.5,16.26,0.8205366158717137,0.1252937456478078,0.054169638480873895
2022-08-27 Southampton-Manchester Utd,2022-08-27 12:30:00,Southampton,Manchester Utd,0,1,0,0,1,4.31,4.0,1.85,0.22510783291625167,0.2429860737794076,0.531906093303872
2022-08-28 Aston Villa-West Ham,2022-08-28 14:00:00,Aston Villa,West Ham,0,1,0,0,1,2.41,3.41,3.18,0.4069687814674473,0.28597058109267115,0.3070606374394005
2022-08-28 Nott'ham Forest-Tottenham,2022-08-28 16:30:00,Nott'ham Forest,Tottenham,0,2,0,0,1,7.15,4.63,1.49,0.13223568013128265,0.20780742622456633,0.6599568936437018
2022-08-28 Wolves-Newcastle Utd,2022-08-28 14:00:00,Wolves,Newcastle Utd,1,1,0,1,0,2.76,3.32,2.79,0.354884917552251,0.29410486470066066,0.35101021774661445
2022-08-30 Crystal Palace-Brentford,2022-08-30 19:30:00,Crystal Palace,Brentford,1,1,0,1,0,2.11,3.47,3.83,0.46543146409714004,0.28074899894054955,0.2538195369627928
2022-08-30 Fulham-Brighton,2022-08-30 19:30:00,Fulham,Brighton,2,1,1,0,0,3.26,3.44,2.36,0.29986652623666576,0.28390082503258735,0.4162326487302676
2022-08-30 Leeds United-Everton,2022-08-30 20:00:00,Leeds United,Everton,1,1,0,1,0,2.16,3.61,3.53,0.45450834786103184,0.26962528042221073,0.275866371717236
2022-08-30 Southampton-Chelsea,2022-08-30 19:45:00,Southampton,Chelsea,2,1,1,0,0,5.28,4.24,1.67,0.18228813026594526,0.22845463984628775,0.5892572298872871
2022-08-31 Arsenal-Aston Villa,2022-08-31 19:30:00,Arsenal,Aston Villa,2,1,1,0,0,1.5,4.67,6.97,0.6566258781336504,0.20678948366023794,0.13658463820565936
2022-08-31 Bournemouth-Wolves,2022-08-31 19:30:00,Bournemouth,Wolves,0,0,0,1,0,3.52,3.43,2.24,0.2770458584294983,0.28445886354308414,0.43849527802789084
2022-08-31 Liverpool-Newcastle Utd,2022-08-31 20:00:00,Liverpool,Newcastle Utd,2,1,1,0,0,1.33,5.89,9.75,0.7413501806670584,0.16270096952812896,0.09594884980436692
2022-08-31 Manchester City-Nott'ham Forest,2022-08-31 19:30:00,Manchester City,Nott'ham Forest,6,0,1,0,0,1.08,13.43,31.06,0.9104035521059818,0.06542887113151043,0.02416757676274283
2022-08-31 West Ham-Tottenham,2022-08-31 19:45:00,West Ham,Tottenham,1,1,0,1,0,3.67,3.84,2.04,0.26517341575748116,0.25318082249204427,0.4816457617509522
2022-09-01 Leicester City-Manchester Utd,2022-09-01 20:00:00,Leicester City,Manchester Utd,0,1,0,0,1,3.45,3.86,2.11,0.282524253901137,0.2519137480165747,0.4655619980818117
2022-09-03 Aston Villa-Manchester City,2022-09-03 17:30:00,Aston Villa,Manchester City,1,1,0,1,0,9.25,5.98,1.33,0.10064173915363753,0.15929571239679166,0.7400625484491512
2022-09-03 Brentford-Leeds United,2022-09-03 15:00:00,Brentford,Leeds United,5,2,1,0,0,2.21,3.59,3.44,0.44463963400964074,0.27164026203528824,0.2837201039555523
2022-09-03 Chelsea-West Ham,2022-09-03 15:00:00,Chelsea,West Ham,2,1,1,0,0,1.58,4.37,6.17,0.6232548165182701,0.22154387626171876,0.15520130721954323
2022-09-03 Everton-Liverpool,2022-09-03 12:30:00,Everton,Liverpool,0,0,0,1,0,8.08,5.21,1.41,0.11681863566620916,0.18453006070592717,0.6986513036283032
2022-09-03 Newcastle Utd-Crystal Palace,2022-09-03 15:00:00,Newcastle Utd,Crystal Palace,0,0,0,1,0,2.1,3.44,3.89,0.46740451961720986,0.28301036879459934,0.24958511158770907
2022-09-03 Nott'ham Forest-Bournemouth,2022-09-03 15:00:00,Nott'ham Forest,Bournemouth,2,3,0,0,1,2.05,3.51,4.0,0.4794103380764285,0.2776450115994348,0.24294465032365248
2022-09-03 Tottenham-Fulham,2022-09-03 15:00:00,Tottenham,Fulham,2,1,1,0,0,1.52,4.63,6.51,0.6465939777650991,0.20766136159365745,0.14574466064168887
2022-09-03 Wolves-Southampton,2022-09-03 15:00:00,Wolves,Southampton,1,0,1,0,0,2.3,3.41,3.41,0.4271866721548195,0.2864066639228297,0.2864066639228297
2022-09-04 Brighton-Leicester City,2022-09-04 14:00:00,Brighton,Leicester City,5,2,1,0,0,1.85,3.63,4.85,0.5320389704298613,0.2684329198163202,0.19952810975429486
2022-09-04 Manchester Utd-Arsenal,2022-09-04 16:30:00,Manchester Utd,Arsenal,3,1,1,0,0,2.7,3.58,2.68,0.3625913856774445,0.2720688924504249,0.36533972187261793
2022-09-16 Aston Villa-Southampton,2022-09-16 20:00:00,Aston Villa,Southampton,1,0,1,0,0,2.14,3.62,3.6,0.4595161029537905,0.26947871940616347,0.27100517764053317
2022-09-16 Nott'ham Forest-Fulham,2022-09-16 20:00:00,Nott'ham Forest,Fulham,2,3,0,0,1,2.82,3.43,2.67,0.3476398964583131,0.28490048492941783,0.3674596186117834
2022-09-17 Newcastle Utd-Bournemouth,2022-09-17 15:00:00,Newcastle Utd,Bournemouth,1,1,0,1,0,1.49,4.56,7.5,0.6612781286824841,0.2120709563537995,0.1266509149641608
2022-09-17 Tottenham-Leicester City,2022-09-17 17:30:00,Tottenham,Leicester City,6,2,1,0,0,1.52,4.46,7.04,0.647953281653113,0.21684538931816671,0.13520132902825552
2022-09-17 Wolves-Manchester City,2022-09-17 12:30:00,Wolves,Manchester City,0,3,0,0,1,9.3,5.52,1.36,0.1009469736662318,0.17408607706439677,0.7249669492689403
2022-09-18 Brentford-Arsenal,2022-09-18 12:00:00,Brentford,Arsenal,0,3,0,0,1,4.46,3.98,1.83,0.21754247275524635,0.2444326030747046,0.5380249241705296
2022-09-18 Everton-West Ham,2022-09-18 14:15:00,Everton,West Ham,1,0,1,0,0,2.96,3.39,2.57,0.3305431666094707,0.2879251194578111,0.3815317139322377
2022-10-01 Arsenal-Tottenham,2022-10-01 12:30:00,Arsenal,Tottenham,3,1,1,0,0,2.13,3.65,3.57,0.46087868787336855,0.2665091452932216,0.2726121668329351
2022-10-01 Bournemouth-Brentford,2022-10-01 15:00:00,Bournemouth,Brentford,0,0,0,1,0,3.45,3.49,2.25,0.283171355353327,0.2798665957035698,0.4369620489426195
2022-10-01 Crystal Palace-Chelsea,2022-10-01 15:00:00,Crystal Palace,Chelsea,1,2,0,0,1,4.42,3.56,1.93,0.21854512145187438,0.27284894209213917,0.5086059364564655
2022-10-01 Fulham-Newcastle Utd,2022-10-01 15:00:00,Fulham,Newcastle Utd,1,4,0,0,1,3.11,3.57,2.38,0.31437117782879387,0.27316612916976907,0.4124626930019134
2022-10-01 Liverpool-Brighton,2022-10-01 15:00:00,Liverpool,Brighton,3,3,0,1,0,1.38,5.49,8.42,0.7137068414843417,0.17461413338048676,0.11167902513473198
2022-10-01 Southampton-Everton,2022-10-01 15:00:00,Southampton,Everton,1,2,0,0,1,2.23,3.48,3.49,0.44039496053558747,0.2802118985266353,0.2793931409372992
2022-10-01 West Ham-Wolves,2022-10-01 17:30:00,West Ham,Wolves,2,0,1,0,0,2.01,3.42,4.31,0.48935046255228876,0.28534706582817115,0.2253024716200152
2022-10-02 Leeds United-Aston Villa,2022-10-02 16:30:00,Leeds United,Aston Villa,0,0,0,1,0,2.43,3.44,3.12,0.40354667325699595,0.28340384009693576,0.3130494866465472
2022-10-02 Manchester City-Manchester Utd,2022-10-02 14:00:00,Manchester City,Manchester Utd,6,3,1,0,0,1.37,5.91,7.74,0.7177822791847625,0.16095287799021185,0.12126484282546784
2022-10-03 Leicester City-Nott'ham Forest,2022-10-03 20:00:00,Leicester City,Nott'ham Forest,4,0,1,0,0,1.78,4.2,4.48,0.552833695624325,0.23097968409645092,0.21618662027876023
2022-10-08 Bournemouth-Leicester City,2022-10-08 15:00:00,Bournemouth,Leicester City,2,1,1,0,0,3.64,3.7,2.09,0.26728952889520713,0.26286086683816196,0.46984960426710287
2022-10-08 Brighton-Tottenham,2022-10-08 17:30:00,Brighton,Tottenham,0,1,0,0,1,2.82,3.45,2.65,0.34725896497732006,0.2828565306299456,0.36988450439321985
2022-10-08 Chelsea-Wolves,2022-10-08 15:00:00,Chelsea,Wolves,3,0,1,0,0,1.41,4.92,8.68,0.6974894568181764,0.1949403002093084,0.10757024297208337
2022-10-08 Manchester City-Southampton,2022-10-08 15:00:00,Manchester City,Southampton,4,0,1,0,0,1.13,10.77,20.4,0.872426196624824,0.08544617726035919,0.04212762611441756
2022-10-08 Newcastle Utd-Brentford,2022-10-08 15:00:00,Newcastle Utd,Brentford,5,1,1,0,0,1.81,3.99,4.55,0.5436571993525467,0.24350450697024648,0.21283829367767423
2022-10-09 Arsenal-Liverpool,2022-10-09 16:30:00,Arsenal,Liverpool,3,2,1,0,0,2.67,3.69,2.66,0.36719134380880447,0.2642167828071446,0.36859187338452715
2022-10-09 Crystal Palace-Leeds United,2022-10-09 14:00:00,Crystal Palace,Leeds United,2,1,1,0,0,2.06,3.68,3.76,0.4768986286771125,0.26442466052257746,0.2586767108007803
2022-10-09 Everton-Manchester Utd,2022-10-09 19:00:00,Everton,Manchester Utd,1,2,0,0,1,3.62,3.67,2.11,0.26905361043222453,0.26531155048101024,0.4656348390872505
2022-10-09 West Ham-Fulham,2022-10-09 14:00:00,West Ham,Fulham,3,1,1,0,0,1.79,3.9,4.82,0.549931606098385,0.249364015836964,0.20070437806513167
2022-10-10 Nott'ham Forest-Aston Villa,2022-10-10 20:00:00,Nott'ham Forest,Aston Villa,1,1,0,1,0,3.4,3.6,2.22,0.28692690542179694,0.2706787108298622,0.4423943837488192
2022-10-14 Brentford-Brighton,2022-10-14 20:00:00,Brentford,Brighton,2,0,1,0,0,3.32,3.52,2.29,0.29409367695445404,0.2770740547839923,0.4288322682610731
2022-10-15 Fulham-Bournemouth,2022-10-15 15:00:00,Fulham,Bournemouth,2,2,0,1,0,1.92,3.77,4.23,0.5123337596265749,0.2581735608822043,0.2294926794917052
2022-10-15 Leicester City-Crystal Palace,2022-10-15 12:30:00,Leicester City,Crystal Palace,0,0,0,1,0,2.38,3.55,3.12,0.41227049112566233,0.2745621065493957,0.31316740232542256
2022-10-15 Tottenham-Everton,2022-10-15 17:30:00,Tottenham,Everton,2,0,1,0,0,1.48,4.67,7.26,0.6642282979254014,0.20579838343114462,0.12997331864388967
2022-10-15 Wolves-Nott'ham Forest,2022-10-15 15:00:00,Wolves,Nott'ham Forest,1,0,1,0,0,1.74,3.78,5.41,0.5652859458491413,0.25696384593293603,0.1777502082183894
2022-10-16 Aston Villa-Chelsea,2022-10-16 14:00:00,Aston Villa,Chelsea,0,2,0,0,1,4.78,3.65,1.85,0.2020795292399248,0.26645574246981973,0.5314647282907271
2022-10-16 Leeds United-Arsenal,2022-10-16 14:00:00,Leeds United,Arsenal,0,1,0,0,1,6.23,4.49,1.56,0.15352397501044465,0.21533144381441818,0.6311445811756063
2022-10-16 Liverpool-Manchester City,2022-10-16 16:30:00,Liverpool,Manchester City,1,0,1,0,0,4.0,4.11,1.88,0.2421634537087242,0.23551539019899903,0.5223211560918002
2022-10-16 Manchester Utd-Newcastle Utd,2022-10-16 14:00:00,Manchester Utd,Newcastle Utd,0,0,0,1,0,2.04,3.71,3.8,0.48171811354938027,0.26231444206590687,0.2559674443842307
2022-10-16 Southampton-West Ham,2022-10-16 14:00:00,Southampton,West Ham,1,1,0,1,0,3.08,3.42,2.47,0.31745121603862103,0.2853504759472788,0.3971983080136216
2022-10-18 Brighton-Nott'ham Forest,2022-10-18 19:30:00,Brighton,Nott'ham Forest,0,0,0,1,0,1.39,5.17,8.97,0.7090421473647899,0.18617410824333688,0.10478374439230531
2022-10-18 Crystal Palace-Wolves,2022-10-18 20:15:00,Crystal Palace,Wolves,2,1,1,0,0,2.32,3.21,3.58,0.4232467330398962,0.30438677138407866,0.2723664955765029
2022-10-19 Bournemouth-Southampton,2022-10-19 19:30:00,Bournemouth,Southampton,0,1,0,0,1,2.76,3.4,2.74,0.3550689701193405,0.2872314273081628,0.3576996025720188
2022-10-19 Brentford-Chelsea,2022-10-19 19:30:00,Brentford,Chelsea,0,0,0,1,0,4.85,3.93,1.78,0.1994586635334894,0.24744926341916104,0.5530920730468735
2022-10-19 Liverpool-West Ham,2022-10-19 19:30:00,Liverpool,West Ham,1,0,1,0,0,1.45,5.1,7.08,0.6783524335123697,0.18804131460786275,0.13360625187929945
2022-10-19 Manchester Utd-Tottenham,2022-10-19 20:15:00,Manchester Utd,Tottenham,2,0,1,0,0,2.49,3.59,2.93,0.39412899949268576,0.2717310118323575,0.3341399886754304
2022-10-19 Newcastle Utd-Everton,2022-10-19 19:30:00,Newcastle Utd,Everton,1,0,1,0,0,1.65,4.06,5.81,0.5962983709643642,0.23870944581286097,0.1649921832223057
2022-10-20 Fulham-Aston Villa,2022-10-20 19:30:00,Fulham,Aston Villa,3,0,1,0,0,2.94,3.47,2.54,0.3327978240971804,0.2811318789816085,0.38607029692169736
2022-10-20 Leicester City-Leeds United,2022-10-20 20:15:00,Leicester City,Leeds United,2,0,1,0,0,2.36,3.65,3.08,0.4158094128198321,0.2668859814750828,0.31730460570459945
2022-10-22 Chelsea-Manchester Utd,2022-10-22 17:30:00,Chelsea,Manchester Utd,1,1,0,1,0,2.15,3.54,3.64,0.456985884943515,0.2753655687506276,0.26764854630538004
2022-10-22 Everton-Crystal Palace,2022-10-22 15:00:00,Everton,Crystal Palace,3,0,1,0,0,2.69,3.19,2.97,0.3642687082120573,0.30631873781375146,0.32941255397466646
2022-10-22 Manchester City-Brighton,2022-10-22 15:00:00,Manchester City,Brighton,3,1,1,0,0,1.21,7.21,15.39,0.8128218601285081,0.13006371736266883,0.057114422509227075
2022-10-22 Nott'ham Forest-Liverpool,2022-10-22 12:30:00,Nott'ham Forest,Liverpool,1,0,1,0,0,11.14,5.8,1.3,0.08133429188802063,0.16319555631174215,0.755470151799835
2022-10-23 Aston Villa-Brentford,2022-10-23 14:00:00,Aston Villa,Brentford,4,0,1,0,0,2.23,3.46,3.51,0.4403848100700166,0.28185457535835917,0.2777606145721044
2022-10-23 Leeds United-Fulham,2022-10-23 14:00:00,Leeds United,Fulham,2,3,0,0,1,2.06,3.69,3.75,0.47690860882481945,0.2637010826921858,0.2593903084834802
2022-10-23 Southampton-Arsenal,2022-10-23 14:00:00,Southampton,Arsenal,1,1,0,1,0,6.2,4.31,1.58,0.15373514424806012,0.22397645546407827,0.6222884002883133
2022-10-23 Tottenham-Newcastle Utd,2022-10-23 16:30:00,Tottenham,Newcastle Utd,1,2,0,0,1,2.12,3.62,3.63,0.4631330110919119,0.26881175068502416,0.2680552382225939
2022-10-23 Wolves-Leicester City,2022-10-23 14:00:00,Wolves,Leicester City,0,4,0,0,1,2.3,3.35,3.46,0.42682680132183853,0.29130512943926484,0.2818680692384141
2022-10-24 West Ham-Bournemouth,2022-10-24 20:00:00,West Ham,Bournemouth,2,0,1,0,0,1.59,4.12,6.53,0.6189072266312046,0.23504512672356798,0.146047646644759
2022-10-29 Bournemouth-Tottenham,2022-10-29 15:00:00,Bournemouth,Tottenham,2,3,0,0,1,5.41,3.85,1.72,0.17720270376996491,0.25159835456991053,0.5711989416605993
2022-10-29 Brentford-Wolves,2022-10-29 15:00:00,Brentford,Wolves,1,1,0,1,0,2.24,3.5,3.44,0.43821795744255154,0.2784136101616263,0.28336843239630016
2022-10-29 Brighton-Chelsea,2022-10-29 15:00:00,Brighton,Chelsea,4,1,1,0,0,3.17,3.43,2.41,0.3082805539161073,0.28449957317138475,0.40721987291298695
2022-10-29 Crystal Palace-Southampton,2022-10-29 15:00:00,Crystal Palace,Southampton,1,0,1,0,0,1.96,3.62,4.22,0.501419573464457,0.268811911713557,0.2297685148215023
2022-10-29 Fulham-Everton,2022-10-29 17:30:00,Fulham,Everton,0,0,0,1,0,2.39,3.46,3.18,0.4106899649012256,0.2820006918154945,0.30730934328279774
2022-10-29 Leicester City-Manchester City,2022-10-29 12:30:00,Leicester City,Manchester City,0,1,0,0,1,9.62,5.93,1.32,0.09572030321307347,0.159832246088123,0.7444474506983784
2022-10-29 Liverpool-Leeds United,2022-10-29 19:45:00,Liverpool,Leeds United,1,2,0,0,1,1.32,5.98,9.43,0.7441527474264147,0.15823633614713767,0.09761091642688836
2022-10-29 Newcastle Utd-Aston Villa,2022-10-29 15:00:00,Newcastle Utd,Aston Villa,4,0,1,0,0,1.83,3.82,4.6,0.5366128678147457,0.2537427959877275,0.20964433619706782
2022-10-30 Arsenal-Nott'ham Forest,2022-10-30 14:00:00,Arsenal,Nott'ham Forest,5,0,1,0,0,1.2,7.4,16.85,0.8206938697385597,0.12717665046483823,0.052129479796238276
2022-10-30 Manchester Utd-West Ham,2022-10-30 16:15:00,Manchester Utd,West Ham,1,0,1,0,0,1.71,4.05,5.14,0.5744673543102167,0.23876948105489473,0.18676316463535655
2022-11-05 Everton-Leicester City,2022-11-05 17:30:00,Everton,Leicester City,0,2,0,0,1,2.48,3.36,3.12,0.3957737658066079,0.2907273247718905,0.3134989094210222
2022-11-05 Leeds United-Bournemouth,2022-11-05 15:00:00,Leeds United,Bournemouth,4,3,1,0,0,1.74,3.99,5.08,0.566031282120735,0.24371953832828755,0.19024917955049772
2022-11-05 Manchester City-Fulham,2022-11-05 15:00:00,Manchester City,Fulham,2,1,1,0,0,1.13,10.33,22.62,0.8728200404856027,0.08958643935009601,0.03759352016468822
2022-11-05 Nott'ham Forest-Brentford,2022-11-05 15:00:00,Nott'ham Forest,Brentford,2,2,0,1,0,2.83,3.43,2.66,0.34634138576598916,0.28485096301351015,0.368807651220976
2022-11-05 Wolves-Brighton,2022-11-05 15:00:00,Wolves,Brighton,2,3,0,0,1,3.49,3.33,2.3,0.27961758382211577,0.2933103457933677,0.4270720703840286
2022-11-06 Aston Villa-Manchester Utd,2022-11-06 14:00:00,Aston Villa,Manchester Utd,3,1,1,0,0,3.38,3.63,2.22,0.28883548284466865,0.26857105875982074,0.4425934583959836
2022-11-06 Chelsea-Arsenal,2022-11-06 12:00:00,Chelsea,Arsenal,0,1,0,0,1,2.72,3.5,2.71,0.3600423263986795,0.27856623073575165,0.3613914428660508
2022-11-06 Southampton-Newcastle Utd,2022-11-06 14:00:00,Southampton,Newcastle Utd,1,4,0,0,1,4.22,3.71,1.93,0.22939240955295134,0.26176370482522515,0.5088438856222928
2022-11-06 Tottenham-Liverpool,2022-11-06 16:30:00,Tottenham,Liverpool,1,2,0,0,1,3.33,3.76,2.19,0.2929032219950188,0.25875781536389103,0.44833896264157563
2022-11-06 West Ham-Crystal Palace,2022-11-06 14:00:00,West Ham,Crystal Palace,1,2,0,0,1,1.95,3.56,4.34,0.5037518349807693,0.27321174213589805,0.2230364228838101
2022-11-12 Bournemouth-Everton,2022-11-12 15:00:00,Bournemouth,Everton,3,0,1,0,0,2.94,3.32,2.63,0.3329480610861015,0.294226265568326,0.37282567334606137
2022-11-12 Liverpool-Southampton,2022-11-12 15:00:00,Liverpool,Southampton,3,1,1,0,0,1.26,6.49,11.55,0.7784288134827522,0.14416665566611914,0.07740453085075749
2022-11-12 Manchester City-Brentford,2022-11-12 12:30:00,Manchester City,Brentford,1,2,0,0,1,1.15,9.28,20.24,0.8571778925779547,0.10027087134955869,0.042551236072114584
2022-11-12 Newcastle Utd-Chelsea,2022-11-12 17:30:00,Newcastle Utd,Chelsea,1,0,1,0,0,2.36,3.53,3.18,0.41612506937114907,0.27643166261269736,0.3074432680166286
2022-11-12 Nott'ham Forest-Crystal Palace,2022-11-12 15:00:00,Nott'ham Forest,Crystal Palace,1,0,1,0,0,3.25,3.31,2.43,0.30075564062223276,0.2952078869404137,0.4040364724378356
2022-11-12 Tottenham-Leeds United,2022-11-12 15:00:00,Tottenham,Leeds United,4,3,1,0,0,1.67,4.35,5.15,0.5897240450227595,0.22288783192107325,0.18738812305570138
2022-11-12 West Ham-Leicester City,2022-11-12 15:00:00,West Ham,Leicester City,0,2,0,0,1,2.14,3.56,3.64,0.4589347418855365,0.2736016342215077,0.2674636238924722
2022-11-12 Wolves-Arsenal,2022-11-12 19:45:00,Wolves,Arsenal,0,2,0,0,1,6.5,4.3,1.56,0.14599858874155197,0.22414017067355668,0.6298612405853421
2022-11-13 Brighton-Aston Villa,2022-11-13 14:00:00,Brighton,Aston Villa,1,2,0,0,1,1.88,3.84,4.33,0.5230563150270742,0.2531195649302484,0.22382412004314975
2022-11-13 Fulham-Manchester Utd,2022-11-13 16:30:00,Fulham,Manchester Utd,1,2,0,0,1,4.0,4.02,1.91,0.24306254790363505,0.24182580574689327,0.5151116463499517
2022-12-26 Arsenal-West Ham,2022-12-26 20:00:00,Arsenal,West Ham,3,1,1,0,0,1.52,4.48,6.85,0.6467534506811011,0.21495915460658874,0.1382873947127617
2022-12-26 Aston Villa-Liverpool,2022-12-26 17:30:00,Aston Villa,Liverpool,1,3,0,0,1,4.51,4.09,1.79,0.21417358414313195,0.23679792090482601,0.5490284949515652
2022-12-26 Brentford-Tottenham,2022-12-26 12:30:00,Brentford,Tottenham,2,2,0,1,0,4.0,3.89,1.93,0.24217088098574216,0.24919508031311635,0.5086340387006715
2022-12-26 Crystal Palace-Fulham,2022-12-26 15:00:00,Crystal Palace,Fulham,0,3,0,0,1,2.09,3.66,3.68,0.4698614244048454,0.2658073604013005,0.26433121519338576
2022-12-26 Everton-Wolves,2022-12-26 15:00:00,Everton,Wolves,1,2,0,0,1,2.41,3.26,3.34,0.4075183496455406,0.2998950808730747,0.29258656948186457
2022-12-26 Leicester City-Newcastle Utd,2022-12-26 15:00:00,Leicester City,Newcastle Utd,0,3,0,0,1,3.36,3.64,2.22,0.29026463264609204,0.2675018960218987,0.44223347133153135
2022-12-26 Southampton-Brighton,2022-12-26 15:00:00,Southampton,Brighton,1,3,0,0,1,3.5,3.6,2.18,0.2786142549269728,0.27072203954816404,0.45066370552533513
2022-12-27 Chelsea-Bournemouth,2022-12-27 17:30:00,Chelsea,Bournemouth,2,0,1,0,0,1.32,5.72,10.69,0.746265220850481,0.16720147529353382,0.08653330385640542
2022-12-27 Manchester Utd-Nott'ham Forest,2022-12-27 20:00:00,Manchester Utd,Nott'ham Forest,3,0,1,0,0,1.31,5.7,11.66,0.752611608444422,0.16821048900348679,0.07917790255251426
2022-12-28 Leeds United-Manchester City,2022-12-28 20:00:00,Leeds United,Manchester City,1,3,0,0,1,9.78,6.09,1.31,0.09412618628468784,0.15553529999126386,0.7503385137236427
2022-12-30 Liverpool-Leicester City,2022-12-30 20:00:00,Liverpool,Leicester City,2,1,1,0,0,1.31,6.08,9.55,0.7491573018346146,0.1550123461692172,0.09583035199656961
2022-12-30 West Ham-Brentford,2022-12-30 19:45:00,West Ham,Brentford,0,2,0,0,1,2.08,3.66,3.73,0.4726394175653824,0.26622978537758873,0.2611307970565428
2022-12-31 Bournemouth-Crystal Palace,2022-12-31 15:00:00,Bournemouth,Crystal Palace,0,2,0,0,1,2.97,3.32,2.6,0.32921619221498033,0.2939201005376366,0.3768637072478646
2022-12-31 Brighton-Arsenal,2022-12-31 17:30:00,Brighton,Arsenal,2,4,0,0,1,3.6,3.62,2.13,0.2703118850230986,0.26878628046026487,0.46090183451712236
2022-12-31 Fulham-Southampton,2022-12-31 15:00:00,Fulham,Southampton,2,1,1,0,0,2.04,3.59,3.95,0.4820801517172413,0.27158323736658047,0.24633661091664905
2022-12-31 Manchester City-Everton,2022-12-31 15:00:00,Manchester City,Everton,1,1,0,1,0,1.16,7.97,23.85,0.8484685297255312,0.11701286360450198,0.03451860666964386
2022-12-31 Newcastle Utd-Leeds United,2022-12-31 15:00:00,Newcastle Utd,Leeds United,0,0,0,1,0,1.49,4.8,6.8,0.6601430427848395,0.20034828185235062,0.13950867536236694
2022-12-31 Wolves-Manchester Utd,2022-12-31 12:30:00,Wolves,Manchester Utd,0,1,0,0,1,4.16,3.71,1.94,0.23256025140616413,0.2615296263388131,0.5059101222554903
2023-01-01 Nott'ham Forest-Chelsea,2023-01-01 16:30:00,Nott'ham Forest,Chelsea,1,1,0,1,0,5.43,3.98,1.7,0.17720447120798521,0.24388978400621206,0.5789057447862717
2023-01-01 Tottenham-Aston Villa,2023-01-01 14:00:00,Tottenham,Aston Villa,0,2,0,0,1,1.7,4.21,5.01,0.5782358736251286,0.22972244804972314,0.19204167832562805
2023-01-02 Brentford-Liverpool,2023-01-02 17:30:00,Brentford,Liverpool,3,1,1,0,0,5.76,4.56,1.58,0.16608603713886963,0.21146404753595027,0.6224499153256465
2023-01-03 Arsenal-Newcastle Utd,2023-01-03 19:45:00,Arsenal,Newcastle Utd,0,0,0,1,0,1.83,3.95,4.45,0.5371041512196177,0.2455823970925391,0.21731345168831892
2023-01-03 Everton-Brighton,2023-01-03 19:45:00,Everton,Brighton,1,4,0,0,1,3.67,3.51,2.15,0.26536237627334275,0.277712820369408,0.45692480335772767
2023-01-03 Leicester City-Fulham,2023-01-03 19:45:00,Leicester City,Fulham,0,1,0,0,1,2.26,3.73,3.2,0.4342060382150486,0.2608237745406557,0.3049701872447803
2023-01-03 Manchester Utd-Bournemouth,2023-01-03 20:00:00,Manchester Utd,Bournemouth,3,0,1,0,0,1.29,6.02,10.83,0.7604179417240108,0.1562977749716329,0.0832842833039436
2023-01-04 Aston Villa-Wolves,2023-01-04 20:00:00,Aston Villa,Wolves,1,1,0,1,0,1.99,3.76,3.93,0.4939548718648505,0.25874148727485485,0.24730364085982717
2023-01-04 Crystal Palace-Tottenham,2023-01-04 20:00:00,Crystal Palace,Tottenham,0,4,0,0,1,3.39,3.58,2.23,0.28766181940694396,0.27209556780383076,0.4402426127897124
2023-01-04 Leeds United-West Ham,2023-01-04 19:45:00,Leeds United,West Ham,2,2,0,1,0,2.65,3.59,2.73,0.36975246171645243,0.27149239417636084,0.35875514410766846
2023-01-04 Southampton-Nott'ham Forest,2023-01-04 19:30:00,Southampton,Nott'ham Forest,0,1,0,0,1,2.1,3.52,3.82,0.4680959327880844,0.2770454567241933,0.25485861048723923
2023-01-05 Chelsea-Manchester City,2023-01-05 20:00:00,Chelsea,Manchester City,0,1,0,0,1,5.6,4.19,1.65,0.17175053675780982,0.2314802784718766,0.596769184770783
2023-01-12 Fulham-Chelsea,2023-01-12 20:00:00,Fulham,Chelsea,2,1,1,0,0,3.43,3.6,2.21,0.2845394294708464,0.2708474240800328,0.4446131464495985
2023-01-13 Aston Villa-Leeds United,2023-01-13 20:00:00,Aston Villa,Leeds United,2,1,1,0,0,1.96,3.7,4.11,0.501281986581679,0.26275844723882474,0.23595956617902064
2023-01-14 Brentford-Bournemouth,2023-01-14 17:30:00,Brentford,Bournemouth,2,0,1,0,0,1.69,4.14,5.23,0.5820474429634699,0.23398805086519156,0.1839645061708708
2023-01-14 Brighton-Liverpool,2023-01-14 15:00:00,Brighton,Liverpool,3,0,1,0,0,3.39,3.74,2.17,0.28751740139141874,0.2600728171173647,0.4524097814916884
2023-01-14 Everton-Southampton,2023-01-14 15:00:00,Everton,Southampton,1,2,0,0,1,2.28,3.48,3.36,0.43017020449567067,0.27981386706289585,0.290015928441913
