key,opponent,team,date,time,round,day,venue,result,gf,ga,target,venue_code,goalie,defs,mids,atks,offdeff,intensity,dirspeed,deads,press,contra,buildup,progress,carr,wings,agresive,deferror,offsucc,goalie_opo,defs_opo,mids_opo,atks_opo,offdeff_opo,intensity_opo,dirspeed_opo,deads_opo,press_opo,contra_opo,buildup_opo,progress_opo,carr_opo,wings_opo,agresive_opo,deferror_opo,offsucc_opo,goalie_diff,defs_diff,mids_diff,atks_diff,offdeff_diff,intensity_diff,dirspeed_diff,deads_diff,press_diff,contra_diff,buildup_diff,progress_diff,carr_diff,wings_diff,agresive_diff,deferror_diff,offsucc_diff
2020-12-29 Burnley-Sheffield Utd,Sheffield Utd,Burnley,2020-12-29,18:00:00,Matchweek 16,Tue,Home,W,1,0,1,1,0.4,0.65,0.45,0.4,0.6,0.05,1.0,0.95,0.5,0.15,0.05,0.2,0.5,0.65,0.55,0.05,0.15,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.6,0.050000000000000044,0.25,0.15000000000000002,-0.25,-0.35000000000000003,0.050000000000000044,0.35,0.3,0.09999999999999999,-0.09999999999999999,-0.8,0.45,-0.35,0.10000000000000003,-0.05,-0.65
2021-05-23 Burnley-Sheffield Utd,Sheffield Utd,Burnley,2021-05-23,16:00:00,Matchweek 38,Sun,Away,L,0,1,0,0,0.4,0.65,0.45,0.4,0.6,0.05,1.0,0.95,0.5,0.15,0.05,0.2,0.5,0.65,0.55,0.05,0.15,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.6,0.050000000000000044,0.25,0.15000000000000002,-0.25,-0.35000000000000003,0.050000000000000044,0.35,0.3,0.09999999999999999,-0.09999999999999999,-0.8,0.45,-0.35,0.10000000000000003,-0.05,-0.65
2020-11-07 Chelsea-Sheffield Utd,Sheffield Utd,Chelsea,2020-11-07,17:30:00,Matchweek 8,Sat,Home,W,4,1,1,1,0.05,0.8,0.95,0.6,0.75,0.9,0.15,0.1,0.8,1.0,0.9,0.25,0.8,0.45,0.8,0.85,0.95,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.95,0.20000000000000007,0.75,0.35,-0.09999999999999998,0.5,-0.7999999999999999,-0.5,0.6000000000000001,0.95,0.75,-0.75,0.75,-0.55,0.35000000000000003,0.75,0.1499999999999999
2021-02-07 Chelsea-Sheffield Utd,Sheffield Utd,Chelsea,2021-02-07,19:15:00,Matchweek 23,Sun,Away,W,2,1,1,0,0.05,0.8,0.95,0.6,0.75,0.9,0.15,0.1,0.8,1.0,0.9,0.25,0.8,0.45,0.8,0.85,0.95,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.95,0.20000000000000007,0.75,0.35,-0.09999999999999998,0.5,-0.7999999999999999,-0.5,0.6000000000000001,0.95,0.75,-0.75,0.75,-0.55,0.35000000000000003,0.75,0.1499999999999999
2021-01-02 Crystal Palace-Sheffield Utd,Sheffield Utd,Crystal Palace,2021-01-02,15:00:00,Matchweek 17,Sat,Home,W,2,0,1,1,0.9,0.35,0.1,0.325,0.2,0.3,0.8,0.9,0.45,0.2,0.45,0.5,0.4,0.55,1.0,1.0,0.2,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.09999999999999998,-0.25,-0.1,0.07500000000000001,-0.6499999999999999,-0.10000000000000003,-0.1499999999999999,0.30000000000000004,0.25,0.15000000000000002,0.30000000000000004,-0.5,0.35000000000000003,-0.44999999999999996,0.55,0.9,-0.6000000000000001
2021-05-08 Crystal Palace-Sheffield Utd,Sheffield Utd,Crystal Palace,2021-05-08,15:00:00,Matchweek 35,Sat,Away,W,2,0,1,0,0.9,0.35,0.1,0.325,0.2,0.3,0.8,0.9,0.45,0.2,0.45,0.5,0.4,0.55,1.0,1.0,0.2,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.09999999999999998,-0.25,-0.1,0.07500000000000001,-0.6499999999999999,-0.10000000000000003,-0.1499999999999999,0.30000000000000004,0.25,0.15000000000000002,0.30000000000000004,-0.5,0.35000000000000003,-0.44999999999999996,0.55,0.9,-0.6000000000000001
2020-12-26 Everton-Sheffield Utd,Sheffield Utd,Everton,2020-12-26,20:00:00,Matchweek 15,Sat,Away,W,1,0,1,0,0.25,0.7,0.65,0.2,0.4,0.45,0.75,0.55,0.65,0.75,0.3,0.8,0.15,0.7,0.9,0.35,0.4,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.75,0.09999999999999998,0.45,-0.04999999999999999,-0.44999999999999996,0.04999999999999999,-0.19999999999999996,-0.04999999999999993,0.45,0.7,0.15,-0.19999999999999996,0.09999999999999999,-0.30000000000000004,0.45,0.24999999999999997,-0.4
2021-05-16 Everton-Sheffield Utd,Sheffield Utd,Everton,2021-05-16,19:00:00,Matchweek 36,Sun,Home,L,0,1,0,1,0.25,0.7,0.65,0.2,0.4,0.45,0.75,0.55,0.65,0.75,0.3,0.8,0.15,0.7,0.9,0.35,0.4,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.75,0.09999999999999998,0.45,-0.04999999999999999,-0.44999999999999996,0.04999999999999999,-0.19999999999999996,-0.04999999999999993,0.45,0.7,0.15,-0.19999999999999996,0.09999999999999999,-0.30000000000000004,0.45,0.24999999999999997,-0.4
2020-10-18 Fulham-Sheffield Utd,Sheffield Utd,Fulham,2020-10-18,12:00:00,Matchweek 5,Sun,Away,D,1,1,0,0,0.9,0.4,0.3,0.05,0.35,0.6,0.45,0.5,0.5,0.2,0.6,0.45,0.95,0.85,0.8,0.95,0.45,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.09999999999999998,-0.19999999999999996,0.09999999999999998,-0.2,-0.5,0.19999999999999996,-0.49999999999999994,-0.09999999999999998,0.3,0.15000000000000002,0.44999999999999996,-0.55,0.8999999999999999,-0.15000000000000002,0.35000000000000003,0.85,-0.35000000000000003
2021-02-20 Fulham-Sheffield Utd,Sheffield Utd,Fulham,2021-02-20,20:00:00,Matchweek 25,Sat,Home,W,1,0,1,1,0.9,0.4,0.3,0.05,0.35,0.6,0.45,0.5,0.5,0.2,0.6,0.45,0.95,0.85,0.8,0.95,0.45,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.09999999999999998,-0.19999999999999996,0.09999999999999998,-0.2,-0.5,0.19999999999999996,-0.49999999999999994,-0.09999999999999998,0.3,0.15000000000000002,0.44999999999999996,-0.55,0.8999999999999999,-0.15000000000000002,0.35000000000000003,0.85,-0.35000000000000003
2020-09-27 Leeds United-Sheffield Utd,Sheffield Utd,Leeds United,2020-09-27,12:00:00,Matchweek 3,Sun,Away,W,1,0,1,0,0.7,0.25,0.75,0.65,0.15,0.7,0.35,0.6,1.0,1.0,0.45,0.85,0.6,0.35,0.65,1.0,0.65,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.30000000000000004,-0.35,0.55,0.4,-0.7,0.29999999999999993,-0.6,0.0,0.8,0.95,0.30000000000000004,-0.15000000000000002,0.5499999999999999,-0.65,0.2,0.9,-0.15000000000000002
2021-04-03 Leeds United-Sheffield Utd,Sheffield Utd,Leeds United,2021-04-03,15:00:00,Matchweek 30,Sat,Home,W,2,1,1,1,0.7,0.25,0.75,0.65,0.15,0.7,0.35,0.6,1.0,1.0,0.45,0.85,0.6,0.35,0.65,1.0,0.65,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.30000000000000004,-0.35,0.55,0.4,-0.7,0.29999999999999993,-0.6,0.0,0.8,0.95,0.30000000000000004,-0.15000000000000002,0.5499999999999999,-0.65,0.2,0.9,-0.15000000000000002
2020-12-06 Leicester City-Sheffield Utd,Sheffield Utd,Leicester City,2020-12-06,14:15:00,Matchweek 11,Sun,Away,W,2,1,1,0,0.8,0.75,0.825,0.775,0.65,0.85,0.65,0.25,0.95,0.9,0.7,0.35,0.2,0.15,0.85,0.55,0.55,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.19999999999999996,0.15000000000000002,0.625,0.525,-0.19999999999999996,0.44999999999999996,-0.29999999999999993,-0.35,0.75,0.85,0.5499999999999999,-0.65,0.15000000000000002,-0.85,0.39999999999999997,0.45000000000000007,-0.25
2021-03-14 Leicester City-Sheffield Utd,Sheffield Utd,Leicester City,2021-03-14,14:00:00,Matchweek 28,Sun,Home,W,5,0,1,1,0.8,0.75,0.825,0.775,0.65,0.85,0.65,0.25,0.95,0.9,0.7,0.35,0.2,0.15,0.85,0.55,0.55,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.19999999999999996,0.15000000000000002,0.625,0.525,-0.19999999999999996,0.44999999999999996,-0.29999999999999993,-0.35,0.75,0.85,0.5499999999999999,-0.65,0.15000000000000002,-0.85,0.39999999999999997,0.45000000000000007,-0.25
2020-10-24 Liverpool-Sheffield Utd,Sheffield Utd,Liverpool,2020-10-24,20:00:00,Matchweek 6,Sat,Home,W,2,1,1,1,0.15,0.925,0.9,1.0,0.95,0.95,0.25,0.15,1.0,0.85,0.75,0.3,0.65,0.4,0.25,0.2,1.0,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.85,0.32500000000000007,0.7,0.75,0.09999999999999998,0.5499999999999999,-0.7,-0.44999999999999996,0.8,0.7999999999999999,0.6,-0.7,0.6,-0.6,-0.2,0.1,0.19999999999999996
2021-02-28 Liverpool-Sheffield Utd,Sheffield Utd,Liverpool,2021-02-28,19:15:00,Matchweek 26,Sun,Away,W,2,0,1,0,0.15,0.925,0.9,1.0,0.95,0.95,0.25,0.15,1.0,0.85,0.75,0.3,0.65,0.4,0.25,0.2,1.0,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.85,0.32500000000000007,0.7,0.75,0.09999999999999998,0.5499999999999999,-0.7,-0.44999999999999996,0.8,0.7999999999999999,0.6,-0.7,0.6,-0.6,-0.2,0.1,0.19999999999999996
2020-10-31 Manchester City-Sheffield Utd,Sheffield Utd,Manchester City,2020-10-31,12:30:00,Matchweek 7,Sat,Away,W,1,0,1,0,0.6,1.0,1.0,0.85,1.0,1.0,0.05,0.05,0.85,0.8,1.0,0.55,0.45,0.25,0.4,0.15,0.9,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.4,0.4,0.8,0.6,0.15000000000000002,0.6,-0.8999999999999999,-0.5499999999999999,0.6499999999999999,0.75,0.85,-0.44999999999999996,0.4,-0.75,-0.04999999999999999,0.04999999999999999,0.09999999999999998
2021-01-30 Manchester City-Sheffield Utd,Sheffield Utd,Manchester City,2021-01-30,15:00:00,Matchweek 21,Sat,Home,W,1,0,1,1,0.6,1.0,1.0,0.85,1.0,1.0,0.05,0.05,0.85,0.8,1.0,0.55,0.45,0.25,0.4,0.15,0.9,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.4,0.4,0.8,0.6,0.15000000000000002,0.6,-0.8999999999999999,-0.5499999999999999,0.6499999999999999,0.75,0.85,-0.44999999999999996,0.4,-0.75,-0.04999999999999999,0.04999999999999999,0.09999999999999998
2020-12-17 Manchester Utd-Sheffield Utd,Sheffield Utd,Manchester Utd,2020-12-17,20:00:00,Matchweek 13,Thu,Away,W,3,2,1,0,0.55,0.925,0.825,0.775,0.9,0.8,0.2,0.2,0.75,0.95,0.95,0.6,0.75,0.1,0.6,0.45,0.75,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.44999999999999996,0.32500000000000007,0.625,0.525,0.050000000000000044,0.4,-0.75,-0.39999999999999997,0.55,0.8999999999999999,0.7999999999999999,-0.4,0.7,-0.9,0.14999999999999997,0.35,-0.050000000000000044
2021-01-27 Manchester Utd-Sheffield Utd,Sheffield Utd,Manchester Utd,2021-01-27,20:15:00,Matchweek 20,Wed,Home,L,1,2,0,1,0.55,0.925,0.825,0.775,0.9,0.8,0.2,0.2,0.75,0.95,0.95,0.6,0.75,0.1,0.6,0.45,0.75,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.44999999999999996,0.32500000000000007,0.625,0.525,0.050000000000000044,0.4,-0.75,-0.39999999999999997,0.55,0.8999999999999999,0.7999999999999999,-0.4,0.7,-0.9,0.14999999999999997,0.35,-0.050000000000000044
2021-01-12 Newcastle Utd-Sheffield Utd,Sheffield Utd,Newcastle Utd,2021-01-12,18:00:00,Matchweek 18,Tue,Away,L,0,1,0,0,0.85,0.15,0.05,0.7,0.1,0.1,0.6,0.85,0.05,0.6,0.1,0.1,0.95,0.95,0.95,0.25,0.1,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.15000000000000002,-0.44999999999999996,-0.15000000000000002,0.44999999999999996,-0.75,-0.30000000000000004,-0.35,0.25,-0.15000000000000002,0.5499999999999999,-0.04999999999999999,-0.9,0.8999999999999999,-0.050000000000000044,0.49999999999999994,0.15,-0.7000000000000001
2021-05-19 Newcastle Utd-Sheffield Utd,Sheffield Utd,Newcastle Utd,2021-05-19,18:00:00,Matchweek 37,Wed,Home,W,1,0,1,1,0.85,0.15,0.05,0.7,0.1,0.1,0.6,0.85,0.05,0.6,0.1,0.1,0.95,0.95,0.95,0.25,0.1,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.15000000000000002,-0.44999999999999996,-0.15000000000000002,0.44999999999999996,-0.75,-0.30000000000000004,-0.35,0.25,-0.15000000000000002,0.5499999999999999,-0.04999999999999999,-0.9,0.8999999999999999,-0.050000000000000044,0.49999999999999994,0.15,-0.7000000000000001
2020-12-13 Southampton-Sheffield Utd,Sheffield Utd,Southampton,2020-12-13,12:00:00,Matchweek 12,Sun,Home,W,3,0,1,1,0.35,0.55,0.75,0.475,0.8,0.5,0.9,0.75,0.9,0.5,0.5,0.85,0.25,0.6,0.75,0.95,0.7,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.65,-0.04999999999999993,0.55,0.22499999999999998,-0.04999999999999993,0.09999999999999998,-0.04999999999999993,0.15000000000000002,0.7,0.45,0.35,-0.15000000000000002,0.2,-0.4,0.3,0.85,-0.10000000000000009
2021-03-06 Southampton-Sheffield Utd,Sheffield Utd,Southampton,2021-03-06,15:00:00,Matchweek 27,Sat,Away,W,2,0,1,0,0.35,0.55,0.75,0.475,0.8,0.5,0.9,0.75,0.9,0.5,0.5,0.85,0.25,0.6,0.75,0.95,0.7,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.65,-0.04999999999999993,0.55,0.22499999999999998,-0.04999999999999993,0.09999999999999998,-0.04999999999999993,0.15000000000000002,0.7,0.45,0.35,-0.15000000000000002,0.2,-0.4,0.3,0.85,-0.10000000000000009
2021-01-17 Tottenham-Sheffield Utd,Sheffield Utd,Tottenham,2021-01-17,14:00:00,Matchweek 19,Sun,Away,W,3,1,1,0,0.95,0.5,0.5,0.9,0.5,0.75,0.35,0.35,0.6,0.45,0.85,0.15,0.85,0.35,0.2,0.5,0.65,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.050000000000000044,-0.09999999999999998,0.3,0.65,-0.35,0.35,-0.6,-0.25,0.39999999999999997,0.4,0.7,-0.85,0.7999999999999999,-0.65,-0.25,0.4,-0.15000000000000002
2021-05-02 Tottenham-Sheffield Utd,Sheffield Utd,Tottenham,2021-05-02,19:15:00,Matchweek 34,Sun,Home,W,4,0,1,1,0.95,0.5,0.5,0.9,0.5,0.75,0.35,0.35,0.6,0.45,0.85,0.15,0.85,0.35,0.2,0.5,0.65,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.050000000000000044,-0.09999999999999998,0.3,0.65,-0.35,0.35,-0.6,-0.25,0.39999999999999997,0.4,0.7,-0.85,0.7999999999999999,-0.65,-0.25,0.4,-0.15000000000000002
2020-11-28 West Brom-Sheffield Utd,Sheffield Utd,West Brom,2020-11-28,20:00:00,Matchweek 10,Sat,Home,W,1,0,1,1,0.55,0.05,0.15,0.3,0.2,0.05,0.95,1.0,0.1,0.15,0.1,0.95,0.15,0.8,0.4,0.75,0.15,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.44999999999999996,-0.5499999999999999,-0.05000000000000002,0.04999999999999999,-0.6499999999999999,-0.35000000000000003,0.0,0.4,-0.1,0.09999999999999999,-0.04999999999999999,-0.050000000000000044,0.09999999999999999,-0.19999999999999996,-0.04999999999999999,0.65,-0.65
2021-02-02 West Brom-Sheffield Utd,Sheffield Utd,West Brom,2021-02-02,18:00:00,Matchweek 22,Tue,Away,L,1,2,0,0,0.55,0.05,0.15,0.3,0.2,0.05,0.95,1.0,0.1,0.15,0.1,0.95,0.15,0.8,0.4,0.75,0.15,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.44999999999999996,-0.5499999999999999,-0.05000000000000002,0.04999999999999999,-0.6499999999999999,-0.35000000000000003,0.0,0.4,-0.1,0.09999999999999999,-0.04999999999999999,-0.050000000000000044,0.09999999999999999,-0.19999999999999996,-0.04999999999999999,0.65,-0.65
2020-11-22 West Ham-Sheffield Utd,Sheffield Utd,West Ham,2020-11-22,14:00:00,Matchweek 9,Sun,Away,W,1,0,1,0,0.65,0.2,0.55,0.65,0.7,0.35,0.7,0.65,0.25,0.35,0.4,0.95,0.35,0.85,0.5,0.3,0.6,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.35,-0.39999999999999997,0.35000000000000003,0.4,-0.15000000000000002,-0.050000000000000044,-0.25,0.050000000000000044,0.04999999999999999,0.3,0.25,-0.050000000000000044,0.3,-0.15000000000000002,0.04999999999999999,0.19999999999999998,-0.20000000000000007
2021-02-15 West Ham-Sheffield Utd,Sheffield Utd,West Ham,2021-02-15,18:00:00,Matchweek 24,Mon,Home,W,3,0,1,1,0.65,0.2,0.55,0.65,0.7,0.35,0.7,0.65,0.25,0.35,0.4,0.95,0.35,0.85,0.5,0.3,0.6,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.35,-0.39999999999999997,0.35000000000000003,0.4,-0.15000000000000002,-0.050000000000000044,-0.25,0.050000000000000044,0.04999999999999999,0.3,0.25,-0.050000000000000044,0.3,-0.15000000000000002,0.04999999999999999,0.19999999999999998,-0.20000000000000007
2020-09-14 Wolves-Sheffield Utd,Sheffield Utd,Wolves,2020-09-14,18:00:00,Matchweek 1,Mon,Away,W,2,0,1,0,0.3,0.85,0.7,0.475,0.45,0.55,0.4,0.45,0.35,0.3,0.25,0.4,1.0,0.9,0.7,0.75,0.85,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.7,0.25,0.49999999999999994,0.22499999999999998,-0.39999999999999997,0.15000000000000002,-0.5499999999999999,-0.14999999999999997,0.14999999999999997,0.25,0.1,-0.6,0.95,-0.09999999999999998,0.24999999999999994,0.65,0.04999999999999993
2021-04-17 Wolves-Sheffield Utd,Sheffield Utd,Wolves,2021-04-17,20:15:00,Matchweek 32,Sat,Home,W,1,0,1,1,0.3,0.85,0.7,0.475,0.45,0.55,0.4,0.45,0.35,0.3,0.25,0.4,1.0,0.9,0.7,0.75,0.85,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,-0.7,0.25,0.49999999999999994,0.22499999999999998,-0.39999999999999997,0.15000000000000002,-0.5499999999999999,-0.14999999999999997,0.14999999999999997,0.25,0.1,-0.6,0.95,-0.09999999999999998,0.24999999999999994,0.65,0.04999999999999993
2020-12-16 Arsenal-Southampton,Southampton,Arsenal,2020-12-16,18:00:00,Matchweek 13,Wed,Home,D,1,1,0,1,0.75,0.4,0.4,0.95,0.25,0.7,0.1,0.4,0.55,0.65,0.65,0.45,0.6,0.3,0.65,0.4,0.35,0.35,0.55,0.75,0.475,0.8,0.5,0.9,0.75,0.9,0.5,0.5,0.85,0.25,0.6,0.75,0.95,0.7,0.4,-0.15000000000000002,-0.35,0.475,-0.55,0.19999999999999996,-0.8,-0.35,-0.35,0.15000000000000002,0.15000000000000002,-0.39999999999999997,0.35,-0.3,-0.09999999999999998,-0.5499999999999999,-0.35
2021-01-26 Arsenal-Southampton,Southampton,Arsenal,2021-01-26,20:15:00,Matchweek 20,Tue,Away,W,3,1,1,0,0.75,0.4,0.4,0.95,0.25,0.7,0.1,0.4,0.55,0.65,0.65,0.45,0.6,0.3,0.65,0.4,0.35,0.35,0.55,0.75,0.475,0.8,0.5,0.9,0.75,0.9,0.5,0.5,0.85,0.25,0.6,0.75,0.95,0.7,0.4,-0.15000000000000002,-0.35,0.475,-0.55,0.19999999999999996,-0.8,-0.35,-0.35,0.15000000000000002,0.15000000000000002,-0.39999999999999997,0.35,-0.3,-0.09999999999999998,-0.5499999999999999,-0.35
2020-11-01 Aston Villa-Southampton,Southampton,Aston Villa,2020-11-01,12:00:00,Matchweek 7,Sun,Home,L,3,4,0,1,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.35,0.55,0.75,0.475,0.8,0.5,0.9,0.75,0.9,0.5,0.5,0.85,0.25,0.6,0.75,0.95,0.7,-0.24999999999999997,-0.5,-0.5,0.07500000000000007,-0.5,-0.35,-0.4,0.25,-0.8,0.19999999999999996,-0.3,0.050000000000000044,0.44999999999999996,0.20000000000000007,-0.6,-0.1499999999999999,-0.44999999999999996
